,Hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/15/2023,0.19806,0.6501,0.643332,0.636611,0.15039,0.01,0.01,0.01,0.1504,0.073,0.657,0.5215,0.62,0.2135,0.46383,0.549566,0.01,0.01,0.01,0.17044,0.526957,0.1931641,0.5792,0.18839,0.203079,0.7146,0.01,0.01,0.64333245,0.01,0.120061783,0.561231024,0.22,0.707107,0.0825,0.01,0.01,0.01,0.30309495,0.3107766,0.73,0.19,0.01,0.01,0.06584688,0.01,0.538143,0.3435
7/16/2023,0.31078,0.3611,0.01,0.098276,0.35221,0.01,0.01,0.1171,0.2189,0.091,0.327,0.0867,0.76,0.1621,0.10594,0.111377,0.01,0.01,0.01,0.01,0.505279,0.2030793,0.2135,0.01,0.174763,0.01,0.01,0.01,0.33500938,0.086716,0.158113883,0.521451891,0.01,0.01,0.01,0.095847039,0.01,0.170442816,0.604044722,0.1581139,0.162,0.1,0.01,0.1142,0.01,0.117094156,0.510613,0.203079
7/17/2023,0.15811,0.1704,0.01,0.154206,0.12622,0.01,0.01,0.1837,0.1837,0.179,0.476,0.1884,0.44,0.3611,0.10332,0.088914,0.01,0.01,0.01,0.18373,0.170443,0.01,0.46383,0.38929,0.318653,0.01,0.01,0.01,0.01,0.01,0.09347794,0.01,0.11,0.01,0.1431,0.01,0.01,0.01,0.01,0.01,0.089,0.01,0.01,0.01,0.13606694,0.01,0.19806,0.235984
7/18/2023,0.08891,0.4093,0.01,0.260832,0.01,0.01,0.01,0.01,0.1059,0.12,0.274,0.3031,0.12,0.2883,0.01,0.01,0.01,0.01,0.01,0.20823,0.143051,0.01,0.28117,0.95886,0.295603,0.01,0.01,0.07651606,0.53252054,0.139515,0.01,0.685175492,0.19,0.126225,0.1142,0.100766884,0.01,0.01,0.836492345,0.01,0.087,0.01,0.01,0.01,0.09827618,0.01,0.139515,1
7/19/2023,0.01,0.3031,0.082482,0.389291,0.30309,0.12006178,0.01,0.01,0.01,0.184,0.109,0.01,0.4,0.1327,0.08672,0.01,0.01,0.1327,0.084572832,0.01,0.549566,0.01,0.15039,0.48764,0.623379,0.01,0.084572832,0.0824824,0.80208008,0.1142,0.16212111,0.07278024,0.12,0.136067,0.1542,0.213503396,0.01,0.103320713,1.286664898,0.1033207,0.61,0.01,0.01,0.1981,0.14305128,0.174762507,0.01,0.636611
7/20/2023,0.01,0.1542,0.819106,0.573144,0.28117,0.01,0.01,0.01,0.01,0.091,3.637,0.6639,1,5.0955,0.38929,0.01,0.01,0.01,0.01,0.5,0.836492,0.01,0.8909,0.10332,0.543824,0.5977,48.71876769,0.01,0.23598427,0.01,0.01,0.188389616,0.34,1.182979,0.1033,0.01,0.01,0.09347794,0.241965035,0.1662299,0.579,0.01,0.01,0.01,0.08044365,0.01,0.836492,0.318653
7/21/2023,0.20308,0.2082,1.979105,0.267443,0.2883,0.01,0.248097,0.01,0.1748,0.114,0.637,0.5853,0.17,0.6709,1.37035,0.722116,0.01,0.40927,0.01,0.19316,0.274221,0.5977341,0.76908,0.01,0.288297,0.1294,0.01,0.19805969,0.2135034,0.18839,0.379668693,0.218914411,0.75,2.278784,0.01,0.526957157,0.01,0.230151327,0.230151327,0.5214519,1.898,0.09,0.01,0.3031,0.01,0.881591255,0.01,0.18839
7/22/2023,0.50528,0.1431,1.208089,0.260832,0.15811,0.11709416,0.061084,0.01,0.4093,0.093,0.242,0.1395,0.21,0.1837,0.51061,0.769083,0.01,0.01,0.09827618,0.07098,0.430281,0.6233792,0.37028,0.18373,0.158114,0.01,0.080443645,0.09827618,0.57314405,0.105939,0.34349983,0.452367862,0.17,0.785409,0.01,0.100766884,0.080443645,0.761048661,0.441186463,0.8277533,1.414,0.1,0.01,0.2189,0.01,0.213503396,0.260832,0.218914
7/23/2023,0.72974,0.2189,0.281171,0.241965,0.66392,0.01,0.01,0.1542,0.5612,0.087,0.208,0.0935,0.25,0.01,0.2481,0.707107,0.071,0.01,0.01,0.12622,0.183733,0.6501245,0.35221,0.31865,0.105939,0.01,0.01,0.01,0.2030793,0.01,0.166229897,0.419645961,0.02,0.01,0.01,0.01,0.01,0.208226127,0.103320713,0.0158382,0.637,0.01,0.01,0.0912,0.01,0.01,0.510613,0.150394
7/24/2023,0.25439,0.1932,0.01,0.193164,0.27422,0.01,0.01,0.2302,0.3435,0.01,0.14,0.1662,0.12,0.01,0.01,0.162121,0.01,0.01,0.01,0.18373,0.248097,0.5671563,0.1231,0.01,0.01,0.0626,0.01,0.01,0.01,0.095847,0.084572832,0.01,0.01,0.01,0.01,0.088913971,0.01,0.01,0.01,0.088914,0.114,0.01,0.01,0.01,0.01,0.01,0.241965,0.01
7/25/2023,0.23015,0.2481,0.01,0.218914,0.55537,0.01,0.01,0.2189,0.2481,0.327,0.01,0.01,0.01,0.2189,0.01,0.143051,0.01,0.01,0.01,0.01,0.01,0.0824824,0.01,0.69972,0.505279,0.1171,0.01,0.01,0.01,0.01,0.067515702,0.597734101,0.01,0.01,0.1327,0.0911674,0.01,0.062631973,0.13951541,0.01,0.01,0.01,0.01,0.1114,0.15811388,0.120061783,0.01,0.01
7/26/2023,0.08248,0.2031,0.01,0.288297,0.48764,0.01,0.01,0.0765,0.0867,0.126,0.15,0.1431,0.6,0.2674,0.01,0.01,0.01,0.01,0.01,0.20308,0.281171,0.01,0.39916,0.53252,0.162121,0.0626,0.01,0.01,0.55536769,0.01,0.01,0.01,0.01,0.01,0.1114,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.1142,0.01,0.1837331,0.01,0.098276,0.549566
7/27/2023,0.07278,0.335,0.01,0.170443,0.43028,0.13606694,0.01,0.0867,0.0889,0.464,0.01,0.01,0.2,0.5,0.01,0.098276,0.147,0.01,0.01,0.01,0.162121,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.66392441,0.16623,0.01,0.629960525,0.01,0.01,0.1361,0.14667676,0.0911674,0.01,0.573144054,0.01,0.343,0.26,0.50528,0.01,0.17044282,0.01,0.01,0.01
7/28/2023,0.06422,0.0983,0.01,0.267443,0.19806,0.01,0.01,0.1581,0.1884,0.184,0.01,0.01,0.9,0.5438,0.01,0.01,0.01,0.01,0.01,0.2956,0.117094,0.01,0.50528,0.41965,0.989553,0.01,0.01,0.01,0.30309495,0.248097,0.01,0.532520545,0.33,0.01,0.0785,0.01,0.01,0.01,0.549565611,0.01,0.01,0.01,0.2883,0.0825,0.01,0.01,0.361132,0.288297
7/29/2023,0.3435,0.3893,1.538167,0.260832,0.16623,0.01,0.19806,0.1884,0.2135,0.158,0.692,0.604,0.88,0.6997,0.18839,0.389291,0.538,0.56716,0.352205466,0.83649,0.810548,0.5731441,3.40758,0.01,0.139515,0.0958,0.254385143,0.30309495,0.57919506,0.610422,0.208226127,0.150394126,0.73,0.01,0.01,0.82775328,0.753097777,0.793700526,0.288296632,0.4638326,0.143,0.01,0.01,0.01,0.24809738,0.01,0.123105,0.01
7/30/2023,0.01122,0.5438,0.475588,0.170443,0.92912,0.2135034,0.573144,0.2608,0.7937,0.166,1.158,1.3848,0.71,0.01,1.67298,0.72974,0.058,0.20308,2.328888948,1.08765,0.295603,1.1583901,0.60404,0.01,0.235984,0.01,0.188389616,0.64333245,0.01,0.146677,0.213503396,0.01,0.78,0.235984,0.01,0.34349983,0.183733097,0.636611379,0.01,0.0538988,0.579,0.01,0.12622,0.4638,0.01,0.267442777,0.419646,0.532521
7/31/2023,1.17062,0.4093,0.685175,0.267443,0.90981,0.1327037,0.295603,0.516,2.5406,0.01,0.707,0.657,0.01,0.7297,1.5221,1.182979,1.195,0.52696,0.183733097,0.07652,0.01,1.4594801,0.60404,0.01,0.475588,0.01,0.267442777,0.31865287,0.01,0.310777,0.722116258,0.01,0.48,0.01,0.01,0.203079299,0.07845528,0.863267026,0.01,3.1923398,0.678,0.01,0.01,0.6501,0.01,0.636611379,0.01,0.01
11/15/2023,0.1327,0.01,0.105939,0.01,0.01,0.01,0.01,0.1201,0.0785,0.01,0.01,0.01,0.01,0.01,0.01,0.267443,0.01,0.01,0.01,0.01,0.01,0.4638326,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.170442816,0.01,0.01,0.01,0.01,0.01,0.01,0.136066938,0.01,0.01,1.183,0.01,0.01,0.01,0.01,0.01,0.01,0.01
11/16/2023,0.26083,0.01,0.01,0.129424,0.09348,0.01,0.01,0.2544,0.2742,0.01,0.288,0.01,1.3,0.8909,0.01,0.549566,0.01,0.01,0.01,0.01,0.19806,0.610422,0.88159,0.01,0.872381,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.567156,0.01,0.01,0.01,0.01,0.01,0.01,0.224,0.01,0.01,0.01,0.01,0.01,0.224463,0.01
11/17/2023,0.82775,0.01,0.854248,0.01,0.01,0.01,0.01,1,0.8105,0.01,0.919,1.5062,0.51,0.6104,0.84532,1.726534,0.01,0.01,0.01,0.66392,0.01,0.6366114,0.94884,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.132703705,0.01,0.42,0.777203,0.01,0.01,0.01,0.399157154,0.01,0.7297401,0.753,0.01,0.01,0.01,0.01,0.01,0.01,0.01
11/18/2023,2.83243,0.01,0.722116,0.01,0.01,0.72974005,2.832426,1.4749,2.9264,0.01,0.01,0.01,0.01,0.01,0.28117,1.672985,0.166,1.55441,0.616866542,0.01,0.01,2.4590232,0.12622,0.01,0.01,0.01,0.295603202,1.93796895,0.01,0.475588,1.220843936,0.01,0.01,0.154206,0.01,0.707106781,0.729740053,1.76318251,0.01,1.0429038,0.777,0.01,0.37967,0.9589,0.01,0.532520545,0.01,0.01
11/19/2023,0.01,0.0785,0.01,0.678017,0.01,0.01,0.01,0.5731,0.1884,0.01,0.15,0.1581,0.1,0.01,0.01,0.01,0.01,0.01,0.01,0.1142,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.08671624,0.12310462,0.100767,0.117094156,0.01,0.14,0.01,0.01,0.103320713,0.01,0.24809738,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.100766884,0.086716,0.01
11/20/2023,0.01,0.01,0.162121,0.080444,0.01,0.09584704,0.573144,0.01,0.01,0.01,0.01,0.01,0.01,0.1504,0.01,0.579195,0.01,0.31865,0.01,0.01,0.01,0.01,0.01,0.01,0.132704,0.01,0.01,0.43028144,0.1542057,0.146677,0.01,0.01,0.01,0.379669,0.01,0.01,0.084572832,0.01,0.01,0.01,0.872,0.01,0.01,0.1431,0.01,0.01,0.01,0.01
11/21/2023,0.16623,0.01,0.616867,0.274221,0.01,0.01,0.01,0.1395,0.1395,0.01,0.409,0.0912,0.35,0.6104,0.01,0.203079,0.01,0.01,0.01,0.01,0.123105,0.1262246,0.56123,0.01,0.521452,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.597734,0.01,0.01,0.01,0.01,0.01,0.01,0.707,0.01,0.01,0.01,0.01,0.01,0.146677,0.01
11/22/2023,0.20823,0.01,0.132704,0.111377,0.01,0.01,0.01,0.657,0.657,0.01,0.01,0.01,0.01,0.01,0.08457,0.288297,0.01,0.01,0.01,0.01,0.01,0.2956032,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.136066938,0.01,0.08,0.01,0.01,0.01,0.01,0.361131737,0.01,0.1007669,0.198,0.01,0.01,0.01,0.01,0.01,0.01,0.01
11/23/2023,0.20823,0.01,0.01,0.785409,0.01,0.01,0.117094,0.2245,0.2082,0.01,0.811,0.2608,0.44,0.3435,0.09348,0.01,0.01,0.01,0.01,0.20308,0.01,0.01,0.60404,0.01,0.610422,0.01,0.01,0.11709416,0.01,0.074625,0.01,0.01,0.12,0.303095,0.01,0.07845528,0.01,0.166229897,0.01,0.0692268,0.093,0.01,0.01,0.0746,0.01,0.01,0.208226,0.01
11/24/2023,0.0581,0.01,0.516004,0.126225,0.01,0.10332071,1.399439,0.1981,0.4524,0.01,0.281,0.1748,0.01,0.01,0.57314,0.352205,0.01,1.01056,0.100766884,0.01,0.01,0.5791951,0.2956,0.01,0.01,0.01,0.01,0.60404472,0.01,0.062632,0.310776567,0.01,0.25,0.241965,0.01,0.295603202,0.01,0.34349983,0.01,0.8020801,0.5,0.01,5.55866,0.8365,0.01,0.610421968,0.01,0.01
11/25/2023,0.16212,0.01,0.01,0.352205,0.01,0.01,0.01,0.3992,0.4524,0.01,0.01,0.01,0.01,0.2812,0.01,0.146677,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.12310462,0.01,0.01,0.098276,0.01,0.01,0.01,0.335009375,0.01,0.01,0.175,0.01,0.01,0.01,0.01,0.01,0.01,0.01
11/26/2023,0.12942,0.01,0.143051,0.143051,0.01,0.01,0.01,0.01,0.01,0.01,0.068,0.0692,0.08,0.0675,0.01,0.281171,0.01,0.01,0.01,0.01,0.084573,0.2811707,0.07652,0.01,0.065847,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.095847,0.01,0.01,0.01,0.01,0.095847039,0.0746248,0.42,0.01,0.01,0.01,0.01,0.01,0.01,0.01
11/27/2023,0.14668,0.01,0.01,0.01,0.01,0.01,0.01,0.1837,0.2544,0.01,0.096,0.01,0.08,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.103320713,0.01,0.01,0.01,0.01,0.510613303,0.01,0.14667676,0.01,0.01,0.109,0.01,0.01,0.01,0.01,0.01,0.01,0.01
11/28/2023,0.09585,0.01,0.01,0.281171,0.01,0.01,0.01,0.1142,0.1086,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0804436,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.109,0.01,0.01,0.01,0.01,0.01,0.01,0.01
11/29/2023,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.1262,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.235984,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
11/30/2023,0.01,0.01,0.01,0.318653,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.3031,0.01,0.01,0.01,0.01,0.01,0.103,0.01,0.01,0.01,0.01,0.01,0.01,0.01
12/1/2023,0.01,0.01,0.07278,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0765,0.01,0.082482,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.084573,0.01,0.01,0.01,0.01,0.01,0.01,0.319,0.01,0.01,0.01,0.01,0.01,0.01,0.01
12/2/2023,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.084573,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.105939,0.01,0.01,0.01,0.01,0.01,0.01,0.17,0.01,0.01,0.01,0.01,0.01,0.01,0.01
12/3/2023,0.20308,0.01,0.05,0.01,0.01,0.01,0.01,0.1086,0.2189,0.01,0.274,0.01,0.01,0.0825,0.01,0.01,0.01,0.06108,0.01,0.01,0.01,0.01,0.12006,0.01,0.070981,0.01,0.01,0.01,0.01,0.01,0.07278024,0.01,0.01,0.254385,0.01,0.01,0.01,0.082482404,0.01,0.0675157,0.288,0.01,0.01,0.0765,0.01,0.01,0.01,0.01
12/4/2023,0.10862,0.01,0.1142,0.260832,0.0581,0.01,0.098276,0.1361,0.1262,0.01,0.082,0.01,0.01,0.5792,0.10594,0.132704,0.01,0.11138,0.01,0.01,0.01,0.1200618,0.09828,0.01,0.028141,0.01,0.01,0.06421931,0.01,0.01,0.34349983,0.01,0.01,0.086716,0.01,0.01,0.01,0.114199882,0.01,0.1059393,0.214,0.01,0.01,0.1201,0.01,0.065846883,0.01,0.01
12/5/2023,0.07278,0.01,0.098276,0.123105,0.07652,0.01,0.01,0.2245,0.1981,0.01,0.071,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0765161,0.12006,0.01,0.098276,0.01,0.01,0.01,0.01,0.01,0.126224575,0.01,0.01,0.117094,0.01,0.01,0.01,0.114199882,0.01,0.0566654,0.111,0.01,0.01,0.01,0.01,0.01,0.01,0.01
12/6/2023,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.3187,0.3108,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.074624777,0.01,0.01,0.16623,0.074624777,0.01,0.01,0.01,0.01,0.01,0.01,0.241965035,0.01,0.01,0.101,0.01,0.17919,0.01,0.01,0.01,0.01,0.01
12/7/2023,0.01,0.01,0.01,0.069227,0.01,0.01,0.01,0.01,0.01,0.129,0.01,0.01,0.01,0.0553,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.35221,0.078455,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.063,0.01,0.01,0.01,0.01,0.01,0.01,0.01
12/8/2023,0.01,0.01,0.01,0.573144,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.071,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.136067,0.01,0.01,0.01,0.01,0.062631973,0.01,0.126,0.01,0.01,0.01,0.01,0.01,0.01,0.01
12/9/2023,0.01,0.01,0.154206,0.1142,0.01,0.01,0.01,0.01,0.01,0.01,0.154,0.0692,0.06,0.01,0.14668,0.076516,0.01,0.01,0.01,0.01,0.01,0.062632,0.14668,0.01,0.059574,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.07278,0.01,0.01,0.01,0.01,0.01,0.1170942,0.352,0.01,0.01,0.01,0.01,0.01,0.01,0.01
12/10/2023,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.2883,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.062631973,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.084572832,0.01,0.01,0.01,0.01,0.01,0.01,0.143051278,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
12/11/2023,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0958,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.103320713,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.370284235,0.01,0.01,0.01,0.01,0.01,0.08671624,0.203079299,0.01,0.01,0.01,0.01,0.01,0.1932,0.01,0.01,0.01,0.01
12/12/2023,0.01,0.01,0.01,0.303095,0.01,0.01,0.01,0.0804,0.0983,0.01,0.058,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
12/13/2023,0.06108,0.01,0.074625,0.129424,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.111377,0.01,0.01,0.01,0.01,0.01,0.095847,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.208,0.01,0.01,0.01,0.01,0.01,0.01,0.01
12/14/2023,0.01,0.01,0.01,0.064219,0.01,0.01,0.01,0.071,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
12/15/2023,0.01,0.01,0.01,0.084573,0.06263,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0825,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.04457,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.055265,0.01,0.01,0.01,0.01,0.01,0.01,0.082,0.01,0.01,0.01,0.01,0.01,0.01,0.053899
12/16/2023,0.01,0.01,0.01,0.076516,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.062632,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.248,0.01,0.01,0.01,0.01,0.01,0.01,0.01
12/17/2023,0.0539,0.01,0.01,0.093478,0.01,0.01,0.01,0.0958,0.0397,0.01,0.01,0.01,0.01,0.01,0.01,0.062632,0.01,0.01,0.01,0.01,0.01,0.088914,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.067516,0.01
12/18/2023,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.1008,0.0728,0.01,0.01,0.01,0.01,0.01,0.01,0.070981,0.01,0.01,0.01,0.01,0.01,0.0692268,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.126,0.01,0.01,0.01,0.01,0.01,0.01,0.01
12/19/2023,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
12/20/2023,0.01,0.01,0.01,0.154206,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
12/21/2023,0.01,0.01,0.01,0.430281,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
12/22/2023,0.01,0.01,0.01,0.335009,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
12/23/2023,0.01,0.01,0.01,0.139515,0.07846,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.03,0.01,0.01,0.01,0.01,0.01,0.01
12/24/2023,0.01,0.01,0.01,0.281171,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.5853,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.062632,0.01,0.01,0.01,0.01,0.01,0.01,0.224,0.01,0.01,0.01,0.01,0.01,0.01,0.01
12/25/2023,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.08457,0.105939,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.538142669,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.1142
12/26/2023,0.01,0.01,0.01,0.213503,0.01,0.01,0.01,0.1884,0.1504,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.170443,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.059574027,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
12/27/2023,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0626,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
12/28/2023,0.01,0.01,0.01,0.091167,0.01,0.01,0.01,0.01,0.01,0.01,0.123,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.074625
12/29/2023,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.1171,0.1086,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.098,0.01,0.01,0.01,0.01,0.01,0.01,0.01
12/30/2023,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.1008,0.0867,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
12/31/2023,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.111377,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.327,0.01,0.01,0.01,0.01,0.01,0.01,0.01
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
